id,title,word2vec
6002,药香嫡女：王爷别乱来,"[-0.053239379907608964,0.006283481749051134,-0.05395275209957617,-0.017407687904778868,-0.1276163362490479]"
6001,神医狂妃：天才召唤师,"[-0.08317117465533859,0.11254265783160614,-0.10315207483169311,0.027745718839772355,-0.07793173711979762]"
5999,第七任新娘,"[-0.07499788514750044,0.06869342718190247,-0.05880910561869054,0.022143553085957786,-0.031136549693266194]"
5998,修炼狂潮,"[-0.05145936650032662,0.04419350443242041,-0.0298906551906839,-0.014159206845574335,-0.05325317141051365]"
5995,他与星辰皆璀璨,"[-0.04541101052463815,0.03301393744364685,-0.13307236652935342,-0.06629836318387212,-0.05969978649435298]"
5994,末世魔神游戏,"[-0.031120110259507783,0.010036207990197,0.05654727749788435,-0.10821786907035857,-0.11833156545344536]"
5993,神话禁区,"[-0.10653670438551817,-0.06416690597805005,0.003639855138633562,-0.053368307245166405,-0.03499240803775256]"
5992,重生之星际宠婚[娱乐圈],"[-0.041911837698605195,0.03470424162701536,-0.016736484855079115,-0.04755102554992892,-0.06023169210843312]"
5990,幸好流年遇见你,"[-0.1141745153052034,-0.02585786999901757,-0.03120493053458631,-0.018889914186438546,-0.05788877089507878]"
5988,我的老公是冥王,"[-0.16677530872014662,-0.06724165311704079,0.00914631001651287,0.006349230635290345,-0.04750049039721489]"
5987,傲世九重天,"[-0.061333528109665574,0.008728284326558611,-0.014695844751509741,-0.01865518144091013,-0.010549533429780397]"
5986,天纵狂妃之至尊驭兽师,"[-0.048563559258943546,0.05143007585038877,-0.06115052333248744,6.72561566230573e-05,-0.02858899776785545]"
5984,陪你此生，不离不弃,"[-0.10135355936081121,0.04126089404929768,-0.019388634824391567,-0.0239433560125304,-0.07338166252752258]"
5983,道印,"[-0.07430494230033623,0.10170334249872852,-0.06958985376965116,0.0686259417497139,0.025638436381187703]"
5982,崛起军工,"[-0.06578010280224446,0.0571158878227467,-0.05296117046096346,0.015221063742054659,-0.04055381815659961]"
5980,爆萌小邪妃：腹黑皇叔，轻点宠,"[-0.03225987910360367,0.05970471937921886,-0.07524381407413139,0.017148383231048125,-0.040641800214323294]"
5977,超强猛将,"[-0.15537230391055346,0.16380598609719207,-0.11815946866922519,0.04558970494305386,0.057002376271959615]"
5975,最强仙府升级系统,"[-0.03152703634482257,0.05781222587185246,-0.04745876490214497,-0.014526814778278371,-0.06217010547074356]"
5973,擂台之王,"[-0.179261504043825,0.030603196762967855,-0.279603507835418,-0.081132527673617,-0.0023297189734876158]"
5968,鉴宝大师,"[-0.07335440451279283,0.04806279547305571,-0.033010627763966724,-0.015805977251794605,-0.039092671560744446]"
5966,皇家蛮妃太嚣张,"[-0.12462102725274032,0.12007463240944262,-0.08720290382754885,0.0231272756613584,-0.07156295505248837]"
5964,邪王神妃：医手遮天,"[-0.06258916644122907,0.0493216697715831,-0.054350876315895996,-0.018651769040342495,-0.08082857115042148]"
5962,最后一个阴阳师,"[0.03862627683198438,-0.16581901037850633,-0.14665582905021998,0.30068528422315677,-0.41864515804470737]"
5960,王的第五王妃,"[-0.03492686748923211,0.03573478564745589,-0.06027656507526597,-0.019338320804697072,-0.06998002903766176]"
5959,时光冉冉负流年,"[-0.11351648136904394,0.01601007889257744,-0.037131895608682595,-0.029753900866058686,-0.02794825216686284]"
5958,请以爱渡平生,"[-0.06900527399033309,0.11748910763300956,-0.04344820976257324,0.016454986501485108,-0.036084767170250415]"
5957,许你万丈光芒好,"[-0.07356632178051592,0.010158300855016308,-0.03794935864306041,-0.004891897461363184,-0.047899422399115876]"
5954,莽荒纪,"[-0.22083958619623445,-0.14140643209049647,0.011788177864880048,-0.08950381408530203,0.008442823552865197]"
5953,后来偏偏喜欢你,"[-0.12251199048909324,0.0006718731623280932,-0.04021298735299044,-0.030776410704237166,-0.0322890047725566]"
5952,皇叔美如画,"[-0.06486450124751118,0.14758693352889488,-0.03864806691896828,0.04559495332924759,-0.007554106205455302]"
5951,宠入心扉,"[-0.03420001154088161,0.029754135764740182,-0.01821732795162296,-0.023236551011602085,-0.02536550181155855]"
5950,我的猫系女友,"[-0.061513255039850875,-0.006685138923219509,-0.03671188307926059,0.005644701483349006,-0.12474208041611645]"
5949,生姜红糖,"[-0.06661615472694393,0.04384429391211597,-0.03328491744832718,-0.010194786278589163,-0.014926330361049622]"
5947,宠妻密令，权少的旧爱新欢,"[-0.0885741001868155,-0.04926190877158661,-0.012087174697080628,-0.03055321568663203,-0.022008196072420105]"
5942,帝少男神总催婚,"[-0.04850986763421032,0.03819161490019825,-0.047102668834850196,-0.023859363882285028,-0.0410547284823325]"
5941,我的绝色明星老婆,"[-0.06545362477442501,0.12898118261600267,-0.19415820501996456,-0.049732443184365295,0.01087049805131313]"
5939,半欢半爱+番外,"[-0.15871725833186737,0.26116421904701453,-0.05715184995474724,0.09240453966105214,0.02447732358884353]"
5938,快穿攻略：黑化BOSS，极致宠,"[-0.05376159004738618,0.08908857675750964,-0.16157129483602556,-0.04801609947603067,-0.046651405302390196]"
5937,大财阀的隐婚甜妻,"[-0.07139553089759179,0.04966892607418621,-0.07807694433057415,-0.005635932809673249,-0.0436234962261681]"
5936,被迫转职的剑修+番外,"[-0.04514053277671337,0.006015586001532418,-0.05606154234163344,-0.0218980123791548,-0.06464269259826294]"
5933,万道独尊,"[-0.05172649785203652,0.14946386890531155,-0.19921362645173857,-0.004682327387854457,0.02909790583524025]"
5931,闪婚蜜爱：慕少的心尖萌妻,"[-0.06009054256683606,0.008868170718168035,-0.07083503297461127,-0.022521452731050457,-0.06411283086111516]"
5930,弥足琛陷，总裁的七天新娘,"[-0.051831962515191156,0.0665946421327024,0.01356549993180102,-0.0490770474439714,-0.06232530757693983]"
5929,东宫,"[-0.034143856779212924,0.029086676445368626,-0.039398942786996086,-0.010173076558826261,-0.03133820589274576]"
5928,总裁，你人设崩了,"[-0.012805108267015645,0.053881740891873565,0.01822489169218378,-0.053104768912973145,-0.06390971451266003]"
5927,神秘恋人：总裁晚上见,"[-0.13679048355238943,-0.09972647262307315,-0.004564241824958187,-0.08299892114009709,-0.07439686378750664]"
5924,重生女相师,"[-0.03572165549350237,0.029265120598886692,-0.055153242372242464,-0.018971326692761588,-0.09091146561716283]"
5922,国民老公带回家,"[-0.09809335368958398,-0.05936984678505566,-0.004717783448446928,-0.06706154698120623,-0.07811672552007026]"
5918,凤门嫡女,"[-0.05053542852401734,0.04644370371475816,-0.055577467312105,0.01353358083870262,-0.030070582483895124]"
5915,念念不忘，总裁乘胜追妻,"[-0.14600804480327728,-0.03837375367615134,0.01853541925331538,-0.045042964183983014,-0.0069953183162997055]"
5912,予婚结同心,"[-0.08907688915729522,0.07452478658407927,-0.031910565495491025,0.010562367457896472,-0.029858900140970947]"
5911,邪王赖上身：捡个萌货养成妃,"[-0.11181252406221694,-0.026879728667141087,-0.01301954839837508,-0.003658634860176539,-0.0334346446814353]"
5909,死亡红包群,"[-0.09215276325121521,0.1832725776359439,-0.10529941630860169,0.044793125800788404,0.008317188421885172]"
5908,我的世界只有你,"[-0.07353483411603637,0.07198372508789742,-0.075714991489921,0.006861223903064045,-0.03630385607961685]"
5907,超级恶人重生都市,"[-0.08276985412360065,0.09175504107649127,-0.09549911813465532,0.0059782241264151196,-0.018575387920632406]"
5904,世界树的游戏,"[0.0014295842562040144,0.13473245480880988,-0.1138114985417236,-0.05898433248512447,-0.061201194432479414]"
5899,金牌王妃,"[-0.052230987833086946,0.022238376430537114,-0.04014582820544841,-0.02637516167562674,-0.053017509062021205]"
5892,索欢101次：老公，轻点撩,"[-0.09981460047179255,0.02632630986546905,-0.06609856346943255,-0.015092048328369856,-0.08963574260344793]"
5891,一诺倾城,"[-0.06293150703740222,-0.001365375683896921,-0.026092637340876867,-0.033217391965797906,-0.016543242219609747]"
5890,前妻归来,"[-0.1140495765795733,-0.05318908281921548,-0.036398886497989495,-0.05535554630245934,-0.07843973489597122]"
5889,豪门第一宠：大叔，求放过,"[-0.06680182127498223,-0.0018203706746654851,-0.06197951185250921,-0.050078027023534685,-0.06665931508676814]"
5880,圣灵奇医,"[-0.05984073706850824,-0.0075793792597121665,-0.017249794138802423,-0.04633312905207276,-0.048184683442943625]"
5879,我拿时光换你一世痴迷,"[-0.14891536649645723,-0.02544522756341331,-0.036406939977715755,-0.06597358598032613,-0.050629553401136194]"
5878,邪王独宠：盛世医妃很倾城,"[-0.05409567267800282,0.03987070247530937,-0.08179772570562947,0.01041358239350042,-0.07827845608948597]"
5874,亘古魔君,"[-0.09077193151908712,0.06528155061040217,-0.179355567571922,-0.034996359407579385,-0.03872735698958143]"
5872,仙傲,"[-0.04299930053424429,0.04474162329411642,-0.03615019581576979,0.015934436941858043,-0.061476243384690446]"
5871,帝少的替身新娘,"[-0.1545493121808156,-0.08881734760525899,0.0066226062645467045,-0.06868586513715294,-0.050353975309870944]"
5866,花娇,"[-0.11636172711849213,0.04660410491749644,-0.1391872556251474,-0.05634269951377064,-0.0157037799526006]"
5865,以身饲龙,"[-0.004984028553481885,0.055249454713491505,0.06729414558233043,-0.04278767147902832,-0.09112286617502917]"
5863,巫师世界,"[-0.1100566150132744,0.16630358639217557,-0.09975381894037127,0.047709624349538765,-0.07135212492375147]"
5862,重生国民男神：九少，请指教！,"[-0.06720373484700837,0.12378237127204951,-0.020188655461306156,-0.06138740707209091,-0.10395100054776539]"
5861,剑道真解,"[-0.0509642034618033,0.10541406648887977,-0.22034354213915447,-0.049595518742461465,-0.06833692823813574]"
5854,桃运小神农,"[-0.030121059258817695,0.03353671301738359,-0.04988716718313905,-0.02529215779698764,-0.05983109234754617]"
5851,寡人无疾,"[-0.05290253408628502,-0.03333341159750082,0.05796793570964416,-0.09629353541019026,-0.08260601459404648]"
5850,悍妃在上：妖孽邪王轻点爱,"[-0.044569002438026174,0.03713512461089219,-0.0565744134100775,-0.034497848851606255,-0.06849155575037003]"
5849,三重门,"[-0.08080690107474635,-0.03645973027284656,-0.018025891815445252,-0.03322512348448591,-0.037973311408755504]"
5847,穿越者吹水群,"[-0.03782000959686497,0.10099973867866484,-0.022286886693430406,-0.027553366658086068,-0.08792209063026615]"
5846,史上最强坑爹系统,"[-0.015349119052510051,0.04192440545725107,0.00912509854042939,-0.08591116557591685,-0.06907183339125385]"
5845,重生之老子是皇帝,"[-0.05192968631828469,0.158257484880908,-0.2977025365856077,-0.026477746844258424,-0.030839742308931557]"
5843,最强妖兽系统,"[-0.0018510118305207566,0.0821952480585017,0.010953942650651678,-0.06973870367089167,-0.09292851418177497]"
5842,邪王宠妃无度,"[-0.03217032722003952,0.08387818074934095,-0.006552244557745078,-0.04022121152087635,-0.04942452097946609]"
5839,首席萌宝买一送一,"[-0.06632789195094618,-0.008657570113427937,-0.023547710490322882,-0.08042262567699165,-0.09080475914261994]"
5837,悍妻种田记,"[-0.08298815115419932,0.05750356919976861,-0.030675659259391384,0.03484389717490304,-0.018729818465058192]"
5835,隐王宠妻：将门大小姐,"[-0.04034005908952019,0.058427853902924015,-0.05729508319045188,-0.009553814459531034,-0.04449351899016679]"
5834,你在我心尖上,"[-0.08029480445263691,-0.047102651840379074,-0.03924107508798844,-0.08205138856198552,-0.10610851848519645]"
5833,昨夜情话，转身天涯,"[-0.13559238811977573,-0.058297518334101614,-0.009560672793446518,-0.042076128989276367,-0.0331397312579722]"
5817,不婚不行，总裁缠不休,"[-0.09016792503987542,0.07594567541188249,-0.047156444698986076,0.008257935567396795,-0.042082079919055104]"
5816,萌兽来袭，误惹妖孽暴君,"[-0.0652861883779141,0.005057640856301242,-0.020676314530216833,-0.003131745925003832,-0.09156515939076515]"
5815,末世大回炉,"[-0.09069608359131963,0.12282884954474867,-0.04798302100971341,0.04115103278309107,-0.02345049429568462]"
5809,暖宠亿万新娘,"[-0.1595752303103876,0.03198361871055449,-0.06472591712372378,-0.004780648124363759,-0.027304705131151106]"
5808,医妃火辣辣,"[-0.03597232259466852,0.04185401727629237,-0.017253785418640626,0.00024063539642252418,-0.037934183879865725]"
5807,校园绝品狂徒,"[-0.0825581307351393,0.05590051312097593,-0.11170858471948457,0.013054705188168507,-0.031578246504068375]"
5806,贩尸笔记,"[-0.12471556543993453,-0.046929533562312525,0.022020632307976483,-0.014952540583908557,-0.051631653464088836]"
5805,糊你一脸白月光[快穿],"[-0.04410849257347811,-0.033253942265506146,-0.031425246111068283,-0.032521157295712706,-0.054782043336768095]"
5804,捡了个女鬼俏媳妇,"[-0.0915325975459483,-0.047787453865425454,-0.005430249060090217,-0.024738432394547597,-0.06123011008732849]"
5795,萌宝娇妻太难宠,"[-0.1976361814432028,-0.10020239458124086,-0.03611646174657636,-0.0993743969848743,-0.08482963373748267]"
5794,医手遮天,"[-0.04552789487255116,0.09780722209769818,-0.09458045969820686,0.021400734347601733,-0.053271761231331365]"
5791,契约新娘复仇记,"[-0.16364535823878315,0.15919676394615737,-0.08911868671809012,0.01316676224167976,-0.06732338770396179]"
5790,甜心萌宝请签收,"[-0.06908284365915908,0.025503579425649382,-0.0007340893304596344,-0.025579772437385354,-0.06362200617933503]"
5789,人性的弱点,"[-0.051042593508236,0.04800888104711784,-0.019670654950079632,0.05072228570204617,0.003775311331612183]"
5788,仙源农场,"[-0.047747165973608695,0.03885700022482185,-0.07280653519738539,0.008437836186631638,-0.06432609867268041]"
5784,九重紫,"[-0.1244482399762741,-0.016495137408907925,-0.033427548781037326,-0.03191124132967421,-0.013732249968286071]"
5782,悠然下东篱,"[-0.0568138515915383,0.05920490011717979,-0.06459948604303947,0.015058675151947257,-0.06460829669694332]"
5779,绝地求生之枪皇,"[-0.0325933562964201,0.041257117548957466,-0.048662583958357576,-0.019380470290780067,-0.06690945718437434]"
5778,龙血圣帝,"[-0.10202182973069804,0.1397618336070861,-0.09442130337868418,0.023178804652499302,0.012192660064569542]"
5777,不见霜露不见君,"[-0.07866364800547426,0.05763811608021324,-0.05797053188891024,0.009202603049374916,-0.05036748267357817]"
5776,透视邪医,"[-0.05647044667663673,0.13332932317199367,-0.1825782048076184,-0.01732990817658396,0.038116309520167604]"
5775,八零神医小媳妇,"[-0.06627906051239577,0.03298790252301842,-0.07700191227044782,-0.0012899145628486213,-0.10712990919850639]"
5774,我的仙女总裁老婆,"[-0.11214741518617503,0.08392013278272416,-0.09176161160899533,-0.02286327744109763,-0.07593594413871566]"
5773,赫先生的医见钟情,"[-0.04651239145371109,0.05706233665824118,-0.10101983162841374,-0.07223036376725338,-0.06522502305508569]"
5767,逆天召唤师：废柴大小姐,"[-0.06522704240295195,0.04436275183463529,-0.09911844251497137,0.014662883466019506,-0.10225661844766187]"
5762,光脑武尊,"[-0.06613210900061166,-0.03841669225036653,-0.005680900080991325,-0.042014885478333305,-0.04157906330065496]"
5761,六宫凤华,"[-0.1504140175292613,0.12954297594519124,-0.05459316086920875,0.013980354630836734,-0.005846680383439417]"
5760,摄政王妃,"[-0.025076154497650417,0.057760608572236916,-0.05411607890970499,0.01937324006791675,-0.03861659271412609]"
5752,快穿：报告宿主，您已被攻略！,"[-0.02278130187187344,-0.0018195114680565894,-0.04654148902045563,-0.05397985710280611,-0.12416450535723318]"
5751,穿越乱世医女,"[-0.07225799968685297,0.1107552534325377,-0.09417691735057708,0.05460781129145557,-0.10158605210702208]"
5743,少帅，你有喜了！,"[-0.06270121563667137,0.0702403602404765,-0.02211987047064069,0.0057499524401990985,-0.00580642037828894]"
5742,武极神王,"[-0.058216587928208434,0.09710694650950079,-0.08602411643263291,0.014605841345407745,-0.04715804330665957]"
5741,盛世帝王妃,"[-0.006809136824300273,0.06735383672042726,-0.006893350058444179,-0.03776667587375507,-0.07675880109831595]"
5740,超级黑道学生,"[-0.09555074157701297,0.09127167773179033,-0.039336263625459236,0.05113066289182329,0.012716906695542011]"
5739,王朝征战,"[-0.055295349614849935,0.07875428152037785,-0.126125130815328,-0.026791540698872674,-0.011010794108733535]"
5736,镜·前传 朱颜／下卷,"[0.03200234941073826,0.12576777048941168,-0.012649972683617047,0.0530599531052368,-0.1884175041956561]"
5735,每天都在缺功德,"[-0.2259261617437005,0.3180650300346315,-0.10813109896844253,0.19339935260359198,0.051174379186704755]"
5731,重生之贵女平妻,"[-0.02992966694836604,0.025735346491428765,-0.05726500093302828,0.012124717917957125,-0.0688104341326757]"
5730,闪婚成爱：凶猛老公停一停,"[-0.08518681808115466,-0.026906696767133625,-0.021066559033609832,-0.04275494013968973,-0.0684019357932708]"
5729,四嫁,"[-0.04552058483172646,0.04589923104504123,-0.07399685133029432,-0.005697186372023733,-0.04804366635268225]"
5728,温水煮沫沫,"[-0.04711877519201318,-0.010825856927443634,-0.07602960893630305,-0.04100536536707571,-0.103893233639555]"
5723,萌妻甜蜜蜜：厉少，放肆宠,"[-0.09971170646692568,-0.03875286181168513,-0.01501095656576696,-0.044008181527657786,-0.0544835340785735]"
5722,你好，墨先生,"[-0.139387118337456,-0.004143544712052163,-0.0007128385510036928,-0.02886825352713155,-0.0575315683769683]"
5721,天才小狂妃：邪皇，轻点亲,"[-0.05195927823802865,0.033240636496197025,-0.09323674702744296,0.006330298526757738,-0.041408671209554576]"
5720,重生之再嫁,"[-0.09974866983695672,0.0079217953249239,-0.05025959066831722,-0.031246272667955894,-0.03256517605488905]"
5719,傅少的亿万甜妻,"[-0.06948382461107232,0.019794967956840992,-0.04342132529968189,-0.026374590285639793,-0.10278556966740224]"
5718,重生九零年代：萌媳宠上天,"[-0.049764617787698265,0.046325665635552696,-0.07178541875214546,-0.003541773505654041,-0.04781102469529618]"
5717,七月向北,"[-0.08590475568968442,0.09095975292486048,-0.0770632031884405,0.019533897021545038,-0.025075559515596157]"
5716,闪婚蜜爱：霸道总裁蜜宠妻,"[-0.05922489291716174,-0.007793235353665886,-0.03769860931750774,-0.05295351682708587,-0.07877353994877308]"
5715,快穿之拯救黑化boss男主,"[-0.02340347580389962,-0.00764375805322613,-0.05984039569617986,-0.03125865868337097,-0.08227594520541884]"
5714,若是分离，不如不遇,"[-0.08626147345812232,0.10068344904316795,-0.09853233169350359,-0.0012287762947380543,-0.04382552882587468]"
5713,不落相思意,"[-0.22712949831038715,0.3249751441180706,-0.10744699751958252,0.1579124225303531,0.10383007703348995]"
5712,难觅清欢,"[-0.0862221260106674,0.09146653474481017,-0.09400858392042141,0.0050970459253423745,-0.03631285660796695]"
5711,炼气炼了五千年,"[-0.181408987302954,0.04149254514292503,-0.24576417050169158,-0.08372257746911296,0.013553041382692754]"
5710,重生六零甜丫头,"[-0.051325608563742464,0.061013696568885015,-0.09119503926485777,0.031302129131342685,-0.029013611346350183]"
5709,医品王妃太嚣张,"[-0.11311412697919092,-0.000651822129667208,0.05127080604654259,-0.06548263564252774,-0.1029397986760061]"
5708,系统之绝色召唤师,"[-0.03164550798634688,0.05886068923243632,-0.08391695343734076,0.017482362215717636,-0.0828146787546575]"
5707,火爆强兵闯都市,"[-0.0635688288965159,0.07761541930441228,-0.09404684459376667,-0.01075415048851735,0.008625614249871837]"
5706,无尽丹田,"[-0.055263107897536384,0.14692358956450507,-0.061993602419360756,0.03598371525073335,-0.027026040834330377]"
5705,首席的独家宠爱,"[-0.1297716082306579,0.29835558813065294,-0.05523723009973765,0.11867346344515682,0.0455923879519105]"
5703,妾本惊华,"[-0.034626817252855845,0.04980194737360656,-0.015014839107654505,-0.04614884993998794,-0.09428613653176694]"
5701,申公豹传承,"[-0.042427156430979565,0.03351254961662329,-0.04419893038441212,0.02171116670107063,-0.023258193360211756]"
5698,九凤朝凰：绝色兽妃逆天下,"[-0.13585945694810814,-0.055747282012929146,-0.041990482872840657,-0.05950908647148789,-0.05763525443071108]"
5697,穿书后我嫁给了残疾暴君,"[-0.04037964720577921,0.035449812032086886,-0.04894552500142405,0.01602467402663473,-0.0624379694338221]"
5696,重生之嫁给大明星,"[-0.05850686034601595,0.061711513657226325,-0.04711451332696015,0.007909328716373744,-0.04761001165024936]"
5695,全能学霸[直播],"[-0.12686583498978746,-0.06249047775307427,0.008819754046482452,-0.04246623040028456,-0.021533413412238377]"
5693,婚外危情：总裁夺妻入怀,"[-0.05038912538641497,0.0008943940485841123,-0.06095454584430917,-0.030302094097377434,-0.08881342195082402]"
5692,最强修仙高手,"[-0.19609692192676922,0.06757268868386745,-0.2800972886059595,-0.08189735521116982,0.023736959060087152]"
5690,首席娇妻翻滚吧前夫,"[-0.1535663437253485,0.0036141314699004094,-0.053762639251848064,-0.028008541588981944,-0.08511300520040095]"
5689,豪门欺婚,"[-0.0474565706857847,0.00061866063201292,-0.0605530040519432,-0.027555414056581812,-0.09465837693124107]"
5686,都市重修,"[-0.041926797889451035,0.07055694019811144,-0.0738934100633348,0.001943701855601993,-0.02297737009809422]"
5685,丞相我只是女配,"[-0.10645288997329772,0.13697915719239973,-0.1008274138730485,0.08017862390261143,-0.09947256074519828]"
5684,娇妻在上：霸道总裁超给力,"[-0.03752437990943403,0.01668944478685623,-0.026272218374611987,-0.025283043783107032,-0.03108289085124453]"
5683,镜·前传 朱颜／上卷,"[-0.04145832899181793,0.08178997161149076,-0.08210788006809625,0.13179467530977546,-0.1511911807976889]"
5681,前妻，别来无恙,"[-0.29289077913078165,0.47020689654164016,-0.10054659936577082,0.19648472142095366,0.13882106356322765]"
5679,重生之特工嫡女,"[-0.07124708663135515,0.05815776832938447,-0.06886278358840589,-0.012767368974953385,-0.06307455643190671]"
5678,神医妖后,"[-0.052758075717429166,0.046765962906647474,-0.0309600165244774,0.00609787259309087,-0.06295502259745263]"
5677,重生为后不贤,"[-0.0695274900664749,0.003987067481660742,-0.024573305684883716,-0.00953123469095109,-0.008441662968341576]"
5674,嫡女狂妃：拐个王爷乱天下,"[-0.09216311494431768,0.08945864074242611,-0.07334929473775749,0.017000534707525123,-0.03099125660082791]"
5673,闪婚蜜宠：老公大人请温柔,"[-0.10491094826981995,-0.00898677044148956,-0.057420375342338285,-0.06466276285105517,-0.07133425768388776]"
5672,太子妃升职记,"[-0.008943982449743678,0.10932532802005024,0.07365966804654282,-0.02513569391414742,-0.09119145826929632]"
5671,嫡女重生之凰倾天下,"[-0.06432246005370919,0.07818772217203666,-0.059666347524494324,0.03759611908677279,-0.03504535429620821]"
5670,太子妃升职记2：公主上嫁记（全集）,"[-0.09911395029275347,0.0010103655473913177,-0.04007483067748658,-0.03177428541120963,-0.07649717682783129]"
5669,快穿游戏：我做BOSS那些年,"[0.016489061717451972,0.047729358972212525,-0.00422996807504784,-0.042969113663826705,-0.0879175774682539]"
5667,重生嫡女：风华倾天下,"[-0.088649884905093,0.11724352213339165,-0.1128383514408667,0.029846017280271135,-0.050742154833502494]"
5666,深情不枉此生,"[-0.05168739507799266,0.009348794656660652,-0.0478864954364654,-0.04682013108089689,-0.07615978355504206]"
5665,绝色逆天召唤师,"[-0.043110069410173354,0.019289022426546353,-0.08056716601016506,-0.027722335023874483,-0.09141416967139337]"
5664,染爱成瘾：腹黑老公请站住,"[-0.17943151208705135,-0.04909512776007153,-0.006065371351278557,-0.061660998336951794,-0.06065721232301498]"
5661,重生空间之八零幸福生活,"[-0.06560496584842762,0.09019691367904024,-0.12754254463699555,0.018704088027363702,-0.0530572619980141]"
5658,总裁上司太腹黑,"[-0.160602982339421,0.03460302221179573,-0.02815278872113788,-0.008259676523845304,-0.036103047458737186]"
5657,顾少的强势宠爱,"[-0.07463687392417341,-0.03277291320730001,-0.034974198285490275,-0.0739863059320487,-0.13771957669872792]"
5656,特战锋芒,"[-0.03293927269302966,0.018135331153376576,-0.03119370260495035,-0.003937217703958809,-0.02990958485957783]"
5655,重返辉煌时代,"[-0.11267552193731252,-0.00791981116664119,-0.029551086674739675,-0.01935642290712766,-0.006172297374776951]"
5654,终极教官,"[-0.06903147386497278,0.0727692610112411,-0.06938795184128378,-0.001155286671985921,-0.0813132435524542]"
5653,功夫狂少在校园,"[-0.1342049994583552,0.09393279040620352,-0.15145370783284307,0.013805069021570186,-0.07156314548725883]"
5652,书剑长安,"[-0.048691103649749,0.0788105714267162,-0.04801606222648512,0.008939412947405467,-0.005601067222993482]"
5650,强势锁婚：傅少的哑巴新娘,"[-0.12930404535470555,-0.09179002465680242,0.006769377299790065,-0.08315219552945588,-0.07909201908034164]"
5647,帝道至尊,"[-0.02224660959417144,0.05371855632760204,-0.06825693938970709,-0.005226560456391711,-0.048151236676718466]"
5646,豪门重生之悍妻当道,"[-0.061559574874882485,0.031002055432685693,-0.046869864972280476,-0.018069044082189227,-0.013071384353896797]"
5645,原来我是女配,"[-0.09322611433877186,-0.02550129574638876,-0.022637590368024325,-0.02573458299633454,-0.06271934707818383]"
5642,白莲花不好当[娱乐圈],"[-0.04147488117669127,0.045264255968504585,-0.0528316091716988,-0.02330486370192375,-0.05875947739114054]"
5641,万界红包群,"[-0.043279460491612555,0.06042790049687028,-0.05159354650531896,-0.0026708053221227604,-0.035604089713888246]"
5638,半面魔妃九颗心,"[-0.04520048352071282,0.07456624363972382,-0.08242108356419274,0.04751982582225041,-0.05318398505562183]"
5637,邪帝狂妻：医妃倾天下,"[-0.0462745070199162,0.048621073801768944,-0.03635163282888243,-0.01957478358053777,-0.02671121097228024]"
5636,丑丫头变身美女校花,"[-0.08780301723163575,0.04920524165208917,-0.06373537369654514,0.0435481445165351,-0.05546437972225249]"
5635,我和许仙抢男人,"[-0.005676735720044235,0.04172403794655111,0.04439637937684893,-0.06766776604490587,-0.0876760644823662]"
5634,学霸蜜爱小青梅,"[-0.09893789956944861,-0.06347541940797652,0.005835193262568541,-0.006560412067587354,-0.051637958415916986]"
5633,至尊龙神系统,"[-0.0668883640235955,0.051436709069019676,-0.08599475552137864,-0.05165808974784247,-0.09581570309700861]"
5629,校草心尖宠：吻安，小甜心,"[-0.09571875792167747,-0.024436767724699077,-0.01736342988586352,-0.042582756057841537,-0.041648305440896455]"
5626,裂锦+番外,"[-0.016384043472094666,0.0592274485679809,0.004894276923146713,-0.05492927169365834,-0.06592502383541109]"
5625,琉璃般若花+番外,"[-0.08862086384294507,0.10429279565906677,-0.0634334317336862,0.023745310474903535,0.006980952884381016]"
5624,绝对契合+番外,"[-0.1682063141329722,0.2649517489639534,-0.04117690979249098,0.11843571574850516,0.0660540130709044]"
5623,毒手巫医,"[-0.060997892609087834,0.03429284956794054,-0.02578645016598914,0.006930370199760155,-0.051644399673456236]"
5619,蝴蝶公墓,"[-0.044956926868430204,0.03671059877212558,-0.013679496165631072,-0.01053631627998714,-0.058692361480955565]"
5618,豪门闪婚试爱,"[-0.07826942160803203,0.008638718333612714,-0.0381076031545591,-0.07240270530908471,-0.1083919593753914]"
5617,苏凤趋南,"[-0.12680602494622284,-0.035129285769220045,-0.004618929273032761,-0.06069077224163537,-0.0237814142143334]"
5616,智勇狂兵,"[-0.08194612595252693,0.07626538436759163,-0.02959481568934673,0.015153504027104057,0.02964034872884686]"
5615,帝尊又撩我了：娇后，好火辣！,"[-0.12355234237436792,-0.10620671628490334,0.009457833859701885,-0.05828070620344461,-0.052768159264049146]"
5613,重生之锦绣嫡女,"[-0.009615313394331476,0.042508119856291965,0.010762010713935725,-0.06983744642800754,-0.09368655381452602]"
5612,深度蜜爱：帝少的私宠暖妻,"[-0.037270911143174115,-0.001709440249426622,-0.011052545853364217,-0.02661210126945213,-0.057592749560558015]"
5611,芸汐传,"[-0.07424513289731914,-0.01030700841743121,-0.04632986605545317,-0.016752856469753642,-0.06892835050551356]"
5607,斗破苍穹续集：王者之途,"[-0.15014368016272783,0.2426720335148275,-0.08333242107182742,0.11327236089855433,0.017560829035937787]"
5606,食色生香,"[-0.0371473404503537,0.04685095882878693,-0.05671857612084268,0.0024850812846767332,-0.06257991628337871]"
5604,军魂燃燃：特种小娇妻,"[-0.21889098483899777,0.23278674432499843,-0.12591053477742456,0.12903074564581568,0.0654653629118746]"
