title,link,author,wordNum,read,rec
貌似暧昧,https://www.biquker.com/xiaoshuo/5536.html,风岚,1552000字,1,都市风流邪少 都市之纨绔天才 无双隐龙在都市 我欲成王 重生都市修真 最强狂兵在都市 隐杀 金钱美人志 都市至尊神兵
吻海迷情：腹黑总裁枕边爱,https://www.biquker.com/xiaoshuo/5535.html,巍巍小可爱,1888000字,2,盛夏有晴空 我可能不会爱你 逼婚成宠：三叔请克制！ 鬼帝宠妻，废材大小姐 顾凉夕霍阑 总裁秘恋小娇娘 总裁爹地太给力 骗婚总裁：独宠小娇妻 苏念陆经年
异界之宠物系统,https://www.biquker.com/xiaoshuo/5534.html,白六玄,980000字,5,最强外挂系统 史上最强坑爹系统 快穿系统：炮灰女配要翻身 炮灰女配的无限逆袭 系统小农女：夫君，劫个色 系统小农女：山里汉子强宠妻 超级吞噬系统 大理寺少卿的宠物生涯 主神老公何弃撩
国医狂妃：邪王霸宠腹黑妃,https://www.biquker.com/xiaoshuo/5533.html,梓翎,2992000字,2,邪王绝宠：医品特工妃 我家王爷很傲娇 不良王妃：让爷贱笑了 一咬定情：异能萌妃，抱一抱 凤还朝，妖孽王爷请让道 神医毒妃太嚣张 双世宠妃原著：爷我等你休妻 爆笑宠妃：爷我等你休妻 帝王燕：王妃有药
都市之无限返现,https://www.biquker.com/xiaoshuo/5530.html,一封假书,1400000字,8,无限冒险指南 都市猛男 超级吞噬系统 都市隐龙 都市邪王 重生之老子是皇帝 大靠山 萌宠兽世：兽夫，么么哒！ 都市古仙医
诡当,https://www.biquker.com/xiaoshuo/5528.html,吴半仙,1972000字,1,我当道士那些年 最后一个阴阳师 悬案组 特种军医在都市 一世盛欢：爆宠纨绔妃 出魂记 阴阳鬼术 盗墓长生笔记 我师父是鲁班书
我的绝色总裁夫人,https://www.biquker.com/xiaoshuo/5527.html,川东第三帅,1694000字,2,画爱为牢：总裁请走开 偏执总裁宠上瘾 帝少的神秘丑妻 总裁小妻甜蜜蜜 总裁秘恋小娇娘 骗婚总裁：独宠小娇妻 安小暖夜溟爵 天降奶爸俏总裁 总裁的秘密情人
七月与安生,https://www.biquker.com/xiaoshuo/5526.html,安妮宝贝,36000字,2,风流名将 七月向北 蜜宠101次：宝贝，要听话！ 萌宝上线：总裁宠妻来袭 总裁的私有宝贝 名门盛婚 寄你笑颜许情深 捉妖记 娇妻入怀：顾少轻点宠
强势宠婚，莫少的契约娇妻,https://www.biquker.com/xiaoshuo/5525.html,妍妍,520000字,2,骗婚总裁：独宠小娇妻 亿万爹地天价宠 萌宝1+1：傲娇总裁晚上撩 苏念陆经年 鬼帝宠妻，废材大小姐 总裁秘恋小娇娘 靳少强宠小逃妻 我可能不会爱你 错爱一生
恶魔总裁腹黑妻,https://www.biquker.com/xiaoshuo/5524.html,十二斓,3108000字,1,一夜深情深几许 10508 前妻归来 冷妻归来，boss小心宠 再婚甜妻：总裁太会撩 豪门绝宠之军少溺爱狂妻 我就在这里，等风也等你 总裁爹地太给力 我可能不会爱你
万神独尊,https://www.biquker.com/xiaoshuo/5523.html,落情泪,3538000字,1,英雄命运 劫天命 重生千金太难追 莽荒纪 成了霸总的心尖宠 林家有女初修仙 都市最强修仙高手 凡人修仙传仙界篇 罪臣之女的锦绣芳华
总裁夫人有点冷,https://www.biquker.com/xiaoshuo/5522.html,百央,1120000字,1,隐婚老公深夜来 宠妻总裁坏透了 总裁秘恋小娇娘 骗婚总裁：独宠小娇妻 名门盛宠：闪婚成恋 苏念陆经年 我可能不会爱你 邪帝心尖宠：鬼医废材妃 我曾爱你多一点
食色生香：天降彪悍小厨娘,https://www.biquker.com/xiaoshuo/5521.html,玉楼人醉,2324000字,3,四爷的心尖宠妃 清穿之娇宠舒妃 锦绣清宫：四爷的心尖宠妃 婚宠天成：南四爷的小萌妻 福晋有喜：四爷，宠上天！ 将军，你马甲掉了 盛世妖宠，神尊的呆萌喵妃 有个傻瓜曾经爱过你 大清贵人
重生之皇后驯夫记,https://www.biquker.com/xiaoshuo/5520.html,执笔依旧,2226000字,1,重生专宠：摄政王的毒妃 重生之女神养成计划 重生之神医皇后 重生嫡女：风华倾天下 嫡女重生：凤霸天下 重生毒后不好惹 重生校园：帝王娇妻暖暖爱 重生之师父不作死 重生千金复仇
一咬定情：异能萌妃，抱一抱,https://www.biquker.com/xiaoshuo/5518.html,玉楼人醉,4682000字,3,邪王绝宠：医品特工妃 不良王妃：让爷贱笑了 我家王爷很傲娇 凤还朝，妖孽王爷请让道 神医毒妃太嚣张 冷王爆宠：逆袭王妃惹人爱 神医萌妃，王爷约不约 国医狂妃：邪王霸宠腹黑妃 凤临天下：王妃13岁
从仙侠世界归来,https://www.biquker.com/xiaoshuo/5515.html,发狂的妖魔,4948000字,1,玄帝归来 征战诸天世界 撕天纪 仙侠世界 巫师世界 重生之火影世界 绝世神王在都市 世界树的游戏 杀神仙尊
紫府仙缘,https://www.biquker.com/xiaoshuo/5513.html,百里玺,1370000字,1,逍遥修真少年 都市修真邪少 无尽魔焰 撕天纪 都市最强修仙高手 炮灰修真指南 仙狱战神 网游之联盟起源 从仙侠世界归来
谁动了我的听诊器,https://www.biquker.com/xiaoshuo/5512.html,凝陇,194000字,1,都市之纨绔天才 都市风流邪少 无双隐龙在都市 我欲成王 至尊都市神医 我的医生老婆 隐杀 金钱美人志 都市至尊神兵
风临异世,https://www.biquker.com/xiaoshuo/5511.html,蓝领笑笑生,1006000字,270,盛世惊凰:天才召唤师 邪王追妻：废柴小兽妃 神医狂妃：天才召唤师 废材七公主 庶妃独步天下 异世穿越之天才炼药师 天才魔法师 都市之纨绔天才 倾城太后哀家不侍寝
我的双面总裁,https://www.biquker.com/xiaoshuo/5508.html,林镜玄,202000字,1,爱有余毒，唯情可解 画爱为牢：总裁请走开 相逢爱不晚 偏执总裁宠上瘾 我的美妻不太乖 一胎二宝总裁追妻上瘾 萌宝1+1：傲娇总裁晚上撩 亿万宝宝：爹地靠边站！ 总裁的私有宝贝
重生之嫡女不乖,https://www.biquker.com/xiaoshuo/5507.html,菡笑,342000字,1,重生之女神养成计划 重生嫡女：风华倾天下 重生千金复仇 嫡女重生：凤霸天下 重生校园：帝王娇妻暖暖爱 重生专宠：摄政王的毒妃 重生之师父不作死 重生复仇：腹黑嫡女 校园重生：最强女特工
快穿游戏：反派boss难攻略,https://www.biquker.com/xiaoshuo/5506.html,颜烟卿,76000字,1,快穿系统：反派BOSS，放肆撩 快穿之我是大boss 英雄联盟之绝世无双 次元钓客 全能之天才学生 妖精的尾巴之精灵王 快穿系统：反派男神攻略计 网游之联盟起源 我养的反派都挂了[快穿]
鬼面枭王：爆宠天才小萌妃,https://www.biquker.com/xiaoshuo/5501.html,安步奕奕,3494000字,2,王的第五王妃 妖孽儿子腹黑娘亲 我家王爷很傲娇 国医狂妃：邪王霸宠腹黑妃 替嫁王妃 不落相思意 一咬定情：异能萌妃，抱一抱 邪王绝宠：医品特工妃 帝王燕：王妃有药
欧少的替身前妻,https://www.biquker.com/xiaoshuo/5500.html,蓝颜岚,1810000字,1,请向我告白[重生] 闪婚蜜宠：老公大人请温柔 狂追失忆妻 时间都知道 错爱一生 先婚后爱：老公很凶猛 甜妻撩人：老公大人，吻不停！ 薄酒温情殇 闪婚成爱：凶猛老公停一停
星际盛宠：饲主大人是病娇,https://www.biquker.com/xiaoshuo/5498.html,佛九,588000字,1,快穿：幕后boss太会撩 系统小农女：夫君，劫个色 我的鬼神大人 我原来是个神经病 保卫国师大人 偏执总裁宠上瘾 诱妻入怀：前夫，请温柔 萌妻娇俏：帝少，我嘴挑 夜夜缠欢：老公，不要了！
江少独宠甜蜜妻,https://www.biquker.com/xiaoshuo/5497.html,安离桥,904000字,1,时间都知道 暖婚撩人，顾少宠妻上瘾 名门盛婚 风流名将 夜夜缠情：霸道帝少惹不起 秋落思漫漫 天价萌妻请关照 靳少强宠小逃妻 我可能不会爱你
重生暖婚：总裁轻轻宠,https://www.biquker.com/xiaoshuo/5495.html,柒月凌然,1562000字,3,时间都知道 重生之嫡女复仇 把直男掰弯的方法 重生之百花影后 狂女重生：纨绔七皇妃 重生之女神养成计划 重生空间之八零幸福生活 重生之一世枭雄 重生大魔王
绝色龙妃很嚣张,https://www.biquker.com/xiaoshuo/5494.html,秦观月,5502000字,1,"鬼手神医：倾城王妃 后来偏偏喜欢你 逆天废材：腹黑邪王心尖宠 神医毒妃,废物大小姐 爆宠萌妃：神医九小姐 邪王霸宠：逆天六小姐 天才小狂妃：邪皇，轻点亲 我的鸵鸟先生（全集） 傲世无双：绝色炼丹师"
重生之诀少的军医妻,https://www.biquker.com/xiaoshuo/5492.html,荼蘼彼岸未央,1134000字,1,重生之女神养成计划 重生空间之八零幸福生活 温水煮沫沫 重生嫡女：风华倾天下 重生之师父不作死 嫡女重生：凤霸天下 重生专宠：摄政王的毒妃 都市仙帝神医 校园重生：最强女特工
万古神龙变,https://www.biquker.com/xiaoshuo/5490.html,月火,4912000字,1,万古仙帝 万古金身 龙血圣帝 帝武丹尊 神龙医圣 神道丹尊 绝世飞刀 剑定玄黄 无上战祖
天下第一嫁！,https://www.biquker.com/xiaoshuo/5489.html,月出云,420000字,1,倾城召唤师 至尊兵王 天命为凰 呆萌小青梅：妖孽竹马太腹黑 毒妃在上，邪王在下 师父如花隔云端 名门盛婚 风流名将 重生千金太难追
头号尖锋,https://www.biquker.com/xiaoshuo/5488.html,红苕炖地瓜,2162000字,1,天眼人生 都市风流邪少 都市之纨绔天才 无双隐龙在都市 我欲成王 都市兵皇 近身狂兵 特种兵王闯都市 神勇铁男儿
御宠法医狂妃,https://www.biquker.com/xiaoshuo/5487.html,竹夏,758000字,2,神医弃妃 穿越者吹水群 农门贵女 穿越农女发家记 狂妃狠彪悍 猪惑天下：邪皇的倾城懒后 异世穿越之天才炼药师 一品村姑+番外 穿越乱世医女
都市极品神医,https://www.biquker.com/xiaoshuo/5486.html,方小唐,1902000字,17,逍遥圣医在都市 无双隐龙在都市 都市之纨绔天才 都市风流邪少 至尊都市神医 医绝妙手 都市至尊神兵 药王医宗 特品圣医
唯你挚爱钟情,https://www.biquker.com/xiaoshuo/5485.html,千里清泓,2554000字,1,爱似流光缘清浅 韶光不负转流年 纨绔王妃要爬墙 闪婚独宠：总裁老公太难缠 不得不爱：总裁请温柔 我可能不会爱你 首席的独家宠爱 因爱成婚 天命为凰
糟糕！是心动的感觉,https://www.biquker.com/xiaoshuo/5482.html,苏扶疏,166000字,2,先婚后爱：老公很凶猛 这次来真的 我原来是个神经病 时光微微甜 我曾爱你多一点 爱你是我劫后余生 老公，这次来真的 名门盛宠：闪婚成恋 天才萌宝腹黑娘亲
借位：宦海弄潮,https://www.biquker.com/xiaoshuo/5481.html,洞房不败,7808000字,1,重生之火影世界 神铸师 重生之邪医修罗 恶魔少爷太难缠 国色天香 圣元大神医 特种战医 金秘书 校花的贴身兵王
照见星星的她,https://www.biquker.com/xiaoshuo/5479.html,随侯珠,200000字,1,极品霸医 赫先生的医见钟情 三界聊天群 我的医生老婆 步步清风再无你 萌宝三只：爹地请排队 名门盛婚 风流名将 医妃倾天下
盛夏有晴空,https://www.biquker.com/xiaoshuo/5473.html,巍巍小可爱,1906000字,1,吻海迷情：腹黑总裁枕边爱 我可能不会爱你 顾凉夕霍阑 天价萌妻请关照 逼婚成宠：三叔请克制！ 回眸定终生 半晴半雨听风说你 我的甜甜圈先生 你好，墨先生
一念永恒,https://www.biquker.com/xiaoshuo/5469.html,耳根,2638000字,1,重生之风云录 将夜 异界纨绔公子 保卫国师大人 一念繁华一念灰 一切从天行九歌开始崛起 剑定玄黄 太古妖尊 斗破苍穹续集：王者之途
重生九零年之虐渣攻略,https://www.biquker.com/xiaoshuo/5468.html,一抹冰绿,3916000字,1,重生之女神养成计划 隐婚100分：重生甜妻狠撩人！ 重生暖婚：甜妻，新上线 重生嫡女：风华倾天下 重生复仇：腹黑嫡女 嫡女重生：凤霸天下 狂追失忆妻 重生千金复仇 校园重生：最强女特工
英雄联盟：我的时代,https://www.biquker.com/xiaoshuo/5464.html,骷髅精灵,1000000字,1,英雄联盟之绝世无双 网游之邪龙逆天 随身英雄杀 英雄联盟之全能天才 修炼狂潮 网游之巅峰凌云 英雄联盟之王者荣耀 妖精的尾巴之精灵王 叱咤风云
鬼医毒妃：嫁个绝色小相公,https://www.biquker.com/xiaoshuo/5463.html,拓拔言倾,1054000字,1,武印大陆 重生专宠：摄政王的毒妃 风流名将 名门盛婚 重生之女神养成计划 天才魔法师 重生校园：帝王娇妻暖暖爱 天才嫡女，废材四小姐 傲世无双：绝色炼丹师
我在末日撩反派,https://www.biquker.com/xiaoshuo/5462.html,十歌,550000字,1,我养的反派都挂了[快穿] [穿书]这个反派有毒 变身之把反派养歪了肿么破 把反派养歪了肿么破 我怀了反派的孩子 被迫穿成反派的娇气亲妈 我的末日堡垒 快穿之打脸狂魔 爱将临雪如初
邪魅王妃俏王爷,https://www.biquker.com/xiaoshuo/5461.html,迩七,890000字,1,容离夏侯衔 下堂王妃逆袭记 特工王妃不下堂 神医萌妃，王爷约不约 邪王绝宠：医品特工妃 冷王爆宠：逆袭王妃惹人爱 不良王妃：让爷贱笑了 我家王爷很傲娇 妃不好惹：战神王爷请接招
小妻吻上瘾,https://www.biquker.com/xiaoshuo/5459.html,洛心辰,7458000字,4,缠情私宠：尤物小妻潜上瘾 复仇少爷小甜妻 暖婚撩人，顾少宠妻上瘾 总统蜜蜜宠：影后，狠不乖！ 首席老公，强势爱！ 爱你如此不堪 天降萌妻有点甜 总裁夜敲门：萌妻哪里逃 姻缘迟迟归
花锦良缘,https://www.biquker.com/xiaoshuo/5458.html,六月离歌,590000字,1,婚婚来迟：冷少，你宝贝掉了 我可能不会爱你 夜夜缠情：霸道帝少惹不起 史前养夫记 鬼帝宠妻，废材大小姐 亿万爹地天价宠 天价萌妻请关照 靳少强宠小逃妻 时光不及你情深
重生之鬼眼医妃,https://www.biquker.com/xiaoshuo/5457.html,六月离歌,736000字,1,重生之超级太子爷 重生嫡女：风华倾天下 重生之女神养成计划 重生空间之八零幸福生活 第一符师：轻狂太子妃 极品都市太子 逆天召唤师：废柴大小姐 重生之嫡女毒妃 重生小地主
豪门枭宠：吻安，甜妻,https://www.biquker.com/xiaoshuo/5456.html,谷涩,1140000字,1,乱世赋：红颜祸天下 豪门密爱之贵妻难逑 总裁的珠光宝妻 甜妻撩人：老公大人，吻不停！ 掠天记 许你情衷意深长 暖婚撩人，顾少宠妻上瘾 军门蜜爱之贵妻难逑 至尊狂魔
极品辣妈不好惹,https://www.biquker.com/xiaoshuo/5455.html,沐棠纯,634000字,3,无双隐龙在都市 万职全手 都市兵皇 大小姐的极品护卫 天眼人生 都市逍遥强兵 至强狂龙 都市之纨绔天才 都市风流邪少
温柔妻子的伤心事,https://www.biquker.com/xiaoshuo/5454.html,汤圆儿,2452000字,1,楚洛寒龙枭 诱妻入怀：前夫，请温柔 半晴半雨听风说你 金牌婚宠：老婆买一送二 我可能不会爱你 复仇娇妻宠上天 第一宠婚：总裁别太坏 总裁的隐婚前妻 请向我告白[重生]
妖娆召唤师,https://www.biquker.com/xiaoshuo/5452.html,翦羽,2324000字,1,超级吞噬系统 精灵之黑暗崛起 吞天武神 万道独尊 天下无双 邪王霸宠：逆天六小姐 九阳踏天 冥帝绝宠：逆天神医毒妃 重生之风云录
山村名医,https://www.biquker.com/xiaoshuo/5451.html,神话,2236000字,24,绝世名医 村医致富经 重生小地主 绝美冥妻 医品强少 捡了个女鬼俏媳妇 时光忘记我爱你 将军总被欺负哭 乡村小医仙
白月光佛系日常,https://www.biquker.com/xiaoshuo/5450.html,雪花肉,132000字,2,能不能轻点虐我[穿书] 穿成男主白月光[快穿] 穿成男主师尊了 不小心把男主掰弯了［穿书］ 男主养成记 快穿攻略：黑化请谨慎！ 佛系少女进化论 七零，恶毒女配奋斗日常 快穿系统：黑化男主坏坏坏
九阳踏天,https://www.biquker.com/xiaoshuo/5449.html,食堂包子,3410000字,2,血屠苍穹 极品炼丹师 御灵新世界 废材七公主 叱咤风云 无上战祖 剑定玄黄 噬魂天狼 无尽丹田
邪尊懒凰,https://www.biquker.com/xiaoshuo/5448.html,漫觞,46000字,1,妖孽邪王，废材小姐太凶猛 凤动九天：废材杀手妃 天命逆凰 冥王绝宠：毒医二小姐 邪王霸宠：逆天六小姐 天才嫡女，废材四小姐 傻女逆天：废材大小姐 重生之风云录 绝色玄灵师：邪君的腹黑妃
超武穿梭,https://www.biquker.com/xiaoshuo/5446.html,EK巧克力,680000字,1,斗罗大陆之冰凰斗罗 武印大陆 武道巅峰 星际法师行 巫师世界 无限英灵神座 绝世武神 异界邪君 妖娆丹药师：魔王大人万万岁
蜜宠101次：宝贝，要听话！,https://www.biquker.com/xiaoshuo/5442.html,南之情,1898000字,1,蜜宠之诱拐小娇妻 名门盛婚 风流名将 第二十八年春 三生三世艳莲杀 这次来真的 不落相思意 前妻，别来无恙 攻妻不备+番外
末世之虫族帝君,https://www.biquker.com/xiaoshuo/5441.html,骑驴作战,1072000字,1,我在地狱中诞生 我的末日堡垒 末世未来 末世大回炉 末日之无上王座 带着星际到末世 弑神之路 恐怖女王[快穿] 霸道人生
荒野直播之独闯天涯,https://www.biquker.com/xiaoshuo/5439.html,逆流的沙,1262000字,1,人生交换游戏 变身之萝莉主播 快穿系统之女配上位记 剑道真解 女帝直播攻略 第一序列 直播国民男神：染爷，强势撩 重生之赚它一个亿 财运无双
重生复仇：腹黑嫡女,https://www.biquker.com/xiaoshuo/5438.html,锦红鸾,6756000字,1,嫡女重生：凤霸天下 重生之女神养成计划 重生嫡女：风华倾天下 重生之特工嫡女 重生校园：帝王娇妻暖暖爱 重生千金复仇 重生专宠：摄政王的毒妃 嫡女重生之凰倾天下 重生之师父不作死
藏锋,https://www.biquker.com/xiaoshuo/5437.html,他曾是少年,1584000字,1,武心无极 重生之风云录 异界纨绔公子 弑神之路 噬魂天狼 保卫国师大人 一切从天行九歌开始崛起 九玄神尊 万古仙帝
嫁冠天下,https://www.biquker.com/xiaoshuo/5436.html,云霓,714000字,1,重生之老子是皇帝 神医狂妃很嚣张 人生交换游戏 危爱掠情步步伤 非我倾城 惊世医妃，腹黑九皇叔 谁怜暮雨初情 农门贵女 穿越之锦绣医途
权少情事：情挑渣渣老公,https://www.biquker.com/xiaoshuo/5435.html,木杉,252000字,1,我与你正相遇 先婚后爱：老公很凶猛 溺爱鲜妻：隐婚老公放肆宠 错爱一生 亿万爹地天价宠 老公，这次来真的 欧总甜蜜温柔妻 夜夜缠欢：老公，不要了！ 薄酒温情殇
鬼王的金牌宠妃,https://www.biquker.com/xiaoshuo/5434.html,蜡米兔,320000字,1,绝色丹药师：鬼王妖妃 鬼王嗜宠：逆天小毒妃 鬼王的特工狂妃 金玉良医 冲喜王妃：相公不好惹 尸宠不衰：第一僵尸夫人 暴君的失忆宠妃 穿越农女发家记 时间都知道
龙组特工,https://www.biquker.com/xiaoshuo/5433.html,Sky威天下,6222000字,1,都市逍遥强兵 无双隐龙在都市 都市风流邪少 都市之纨绔天才 济世医途 都市至尊神兵 都市兵皇 都市神兵护卫 济世医仙
倾世公主之逆天成凰,https://www.biquker.com/xiaoshuo/5431.html,千苒君笑,1500000字,1,千秋我为凰 打火机与公主裙·长明灯 八夫临门：古代篇 名门盛婚 风流名将 尸宠不衰：第一僵尸夫人 重生霸宠：摄政王爷太凶猛 半晴半雨听风说你 春风不及你深情
都市之仙尊归来,https://www.biquker.com/xiaoshuo/5429.html,吉牛,1842000字,203,无双隐龙在都市 都市之纨绔天才 都市风流邪少 都市逍遥强兵 都市至尊神兵 都市超神狼兵 都市兵皇 大小姐的极品护卫 都市仙尊
驱魔龙族之极品言灵师,https://www.biquker.com/xiaoshuo/5428.html,绯月天歌,2250000字,1,鬼医凤九 药女医仙 网游之风流骑士 星际屠龙战士 深宫帝姬传 快穿之反派又黑化了 仙源农场 溺宠鬼医毒妻 随身空间之七零末
欢颜再从头,https://www.biquker.com/xiaoshuo/5426.html,古越呢喃,2522000字,1,画爱为牢：总裁请走开 偏执总裁宠上瘾 闪婚独宠：总裁老公太难缠 国民萌宝宠上天 名门盛婚 风流名将 我的绝色总裁夫人 不嫁总裁嫁男仆 总裁的蜜宠娇妻
京都霸王,https://www.biquker.com/xiaoshuo/5424.html,我吃芒果,2162000字,70,鬼医狂妃祸天下 真武仙医 金钱美人志 都市绝代医皇 天策绝少 绝美女厂长 校园极品狂少 正牌美女总裁 武道巅峰
枕边敌人：卧底老婆束手就擒！,https://www.biquker.com/xiaoshuo/5423.html,元久,1212000字,1,横扫诸强 总裁他倾心已久 最强外挂系统 快穿系统：炮灰女配要翻身 婚然心动：前妻再爱我一次 半晴半雨听风说你 系统小农女：山里汉子强宠妻 校园极品狂少 主神老公何弃撩
绝世神医之逆天魔妃,https://www.biquker.com/xiaoshuo/5417.html,荨秣泱泱,2018000字,1,残王御宠：特工医妃 极品炼丹师 吞天武神 妖孽邪王，废材小姐太凶猛 重生80医世学霸女神 超级修炼系统 重生之风云录 傲世无双：绝色炼丹师 纨绔宦宠：惑国公主太病娇
神医狂妃：邪王宠妻无度,https://www.biquker.com/xiaoshuo/5415.html,简钰,1464000字,1,"绝世神医：腹黑大小姐 天才萌宝腹黑娘亲 药王医宗 少帅每天都在吃醋 农门厨娘：相公在下，我在上 天命逆凰 暴君的失忆宠妃 神医毒妃,废物大小姐 穿越农女发家记"
邪王狂妃：草包庶小姐,https://www.biquker.com/xiaoshuo/5413.html,饭掌柜,1534000字,1,倾城召唤师 绝宠神医天才妃 神医毒女：邪王盛宠小狂妃 逆天废材：腹黑邪王心尖宠 盛世惊凰:天才召唤师 快穿之反派又黑化了 神医狂妃：天才召唤师 极品炼丹师 系统之绝色召唤师
狂妻万万岁：腹黑邪君逆天妃,https://www.biquker.com/xiaoshuo/5412.html,旖旎妖娆,2746000字,1921,凤动九天：废材杀手妃 邪皇抢婚：第一杀手狂妃 御宠医妃 天才嫡女，废材四小姐 盛世狂妃：废材逆天四小姐 不嫁总裁嫁男仆 一品村姑+番外 妖孽邪王，废材小姐太凶猛 穿越农女发家记
爱你是我劫后余生,https://www.biquker.com/xiaoshuo/5411.html,长歌唱晚,100000字,3,青梅甜甜哒：竹马哥哥宠上瘾 名门盛婚 风流名将 良仙难求 这次来真的 三生三世艳莲杀 前妻，别来无恙 不落相思意 第二十八年春
斗破苍穹,https://www.biquker.com/xiaoshuo/5409.html,天蚕土豆,3290000字,1,斗破苍穹Ⅱ：绝世萧炎 斗破苍穹续集：王者之途 魔兽剑圣异界纵横 叱咤风云 武动乾坤 邪王追妻：废柴小兽妃 斗罗大陆 斗破苍穹之大主宰 武炼神域
喜羊羊与灰太狼之六界传说,https://www.biquker.com/xiaoshuo/5408.html,永远太遥远,1234000字,236,楼兰诅咒：暴君，只准宠我 再生缘：我的温柔暴君+番外 密室困游鱼 唯愿桃花开 残王傻妃：代嫁神医七小姐 不死传说 重生之风云录 幸好流年遇见你 斗罗大陆3龙王传说
繁星万丈,https://www.biquker.com/xiaoshuo/5407.html,棠之依依,530000字,4,这次来真的 我原来是个神经病 有个傻瓜曾经爱过你 时间都知道 老公，这次来真的 重生千金太难追 不嫁总裁嫁男仆 秋落思漫漫 爱你是最好的时光
重生法医,https://www.biquker.com/xiaoshuo/5406.html,SHuaiG,326000字,4,神医弃妃 穿越农女发家记 大唐女法医 狂妃狠彪悍 法医秦明 邪王追妻：废柴小兽妃 天命逆凰 盛世狂妃：废材逆天四小姐 穿越乱世医女
甜心V5：BOSS宠之过急,https://www.biquker.com/xiaoshuo/5405.html,花二宝,2994000字,179,画爱为牢：总裁请走开 娇妻在上：霸道总裁超给力 我的绝色总裁夫人 偏执总裁宠上瘾 吻安，陆太太 金玉良医 我的美女总裁老婆 天眼人生 打火机与公主裙·长明灯
隔壁那个饭桶,https://www.biquker.com/xiaoshuo/5404.html,酒小七,158000字,5,都市之纨绔天才 都市风流邪少 无双隐龙在都市 隔壁那个坏书生 我欲成王 时光微微甜 都市至尊神兵 隐杀 金钱美人志
逆天狂妃：邪王宠妻无度,https://www.biquker.com/xiaoshuo/5403.html,一笑拂衣,870000字,6,神医毒女：邪王盛宠小狂妃 天下无双：王妃太嚣张 萌妻养成方程式 爆宠妖妃：邪王宠妻无下限 毒妃嚣张：腹黑邪王心尖宠 绝色玄灵师：邪君的腹黑妃 魔帝狂妃：废物大小姐 废材七公主 爆萌小邪妃：腹黑皇叔，轻点宠
残王宠妻：医妃嫁到请接驾,https://www.biquker.com/xiaoshuo/5402.html,北溪浅笑,1126000字,290,神医萌妃，王爷约不约 邪王绝宠：医品特工妃 第一符师：轻狂太子妃 王爷你好贱 冷王爆宠：逆袭王妃惹人爱 邪王神妃：医手遮天 太子殿下有喜了 凰途：绝代太子妃 邪魅王妃俏王爷
盛世宠婚：三个萌宝斗奶爸,https://www.biquker.com/xiaoshuo/5401.html,颜凝烟,4568000字,1107,我的合租老婆 都市之纨绔天才 都市风流邪少 无双隐龙在都市 我的合租情人 我欲成王 隐杀 金钱美人志 都市至尊神兵
滚蛋吧！渣老公,https://www.biquker.com/xiaoshuo/5397.html,苏楚儿,684000字,5,狂追失忆妻 溺爱鲜妻：隐婚老公放肆宠 欧总甜蜜温柔妻 欧少的替身前妻 我的老婆太宠我 时光微微甜 老公，这次来真的 高冷男神住隔壁：错吻55次 翡翠恋人
都市最强修仙高手,https://www.biquker.com/xiaoshuo/5396.html,步惊魂,1030000字,4,最强修仙高手 重生之全能高手 无双隐龙在都市 神级高手在都市 都市仙尊 都市之纨绔天才 都市风流邪少 都市逍遥强兵 都市超神狼兵
诱妻入怀：前夫，请温柔,https://www.biquker.com/xiaoshuo/5394.html,汤圆儿,2454000字,6,名门盛婚 风流名将 楚洛寒龙枭 温柔妻子的伤心事 三生三世艳莲杀 前妻，别来无恙 不落相思意 这次来真的 第二十八年春
爱你到地老天荒,https://www.biquker.com/xiaoshuo/5393.html,魔情小萌,96000字,5,白莲花不好当[娱乐圈] 重生之百花影后 我怀了反派的孩子 风流名将 名门盛婚 相逢爱不晚 予婚结同心 三生三世艳莲杀 第二十八年春
都市邪王,https://www.biquker.com/xiaoshuo/5392.html,烈焰滔滔,2314000字,7,都市猛男 无双隐龙在都市 都市隐龙 都市至尊神兵 都市古仙医 绝世高手在都市 都市逍遥强兵 都市超神狼兵 都市兵皇
太子妃上位攻略,https://www.biquker.com/xiaoshuo/5391.html,落家菇凉,1196000字,3,重生之嫡女复仇 巅峰武者 问鼎星河 萌妃驾到王爷绕道 东宫 顾小姐，余生请多关照 重生之一世枭雄 金牌影后 天才小毒妃
天命逆凰,https://www.biquker.com/xiaoshuo/5389.html,甜幂柚子,2568000字,6,盛世狂妃：废材逆天四小姐 修罗女帝：废材三小姐 冥王绝宠：毒医二小姐 天才萌宝腹黑娘亲 穿越农女发家记 变身之穿越异世界的吸血真祖 傻女逆天：废材大小姐 重生法医 残王御宠：特工医妃
末世诸天觉醒,https://www.biquker.com/xiaoshuo/5387.html,不朽阿水,972000字,6,末世大回炉 九星毒奶 武帝弑神 带着星际到末世 斗罗大陆3龙王传说 弑神之路 尸姐攻略 寒武再临 我的1979
一胎二宝总裁追妻上瘾,https://www.biquker.com/xiaoshuo/5386.html,微澜子墨,2520000字,2,唐悠悠季枭寒 宠爱无限：总裁的爱妻萌宝 偏执总裁宠上瘾 人生交换游戏 除了你，我还能爱谁 相爱于微时 我的双面总裁 财富天降 从仙侠世界归来
王爷你好贱,https://www.biquker.com/xiaoshuo/5384.html,夏沫桑,70000字,5,名门盛婚 风流名将 神医萌妃，王爷约不约 冷王爆宠：逆袭王妃惹人爱 三生三世艳莲杀 第二十八年春 前妻，别来无恙 这次来真的 不落相思意
